SYMB,MM/DD/YY,NAV
CUURS49DSA0,11/01/1957,27.5
CUURS49DSA0,08/01/1957,27.5
CUURS49DSA0,05/01/1957,27.3
CUURS49DSA0,02/01/1957,27.1
CUURS49DSA0,11/01/1956,26.7
CUURS49DSA0,08/01/1956,26.4
CUURS49DSA0,05/01/1956,26.0
CUURS49DSA0,02/01/1956,25.8
CUURS49DSA0,11/01/1955,26.1
CUURS49DSA0,08/01/1955,25.9
CUURS49DSA0,05/01/1955,25.9
CUURS49DSA0,02/01/1955,25.8
CUURS49DSA0,11/01/1954,25.7
CUURS49DSA0,08/01/1954,25.8
CUURS49DSA0,05/01/1954,25.8
CUURS49DSA0,02/01/1954,25.8
CUURS49DSA0,11/01/1953,25.8
CUURS49DSA0,08/01/1953,25.9
CUURS49DSA0,05/01/1953,25.8
CUURS49DSA0,02/01/1953,25.5
CUUR0000SA0,12/01/1972,42.5
CUUR0000SA0,11/01/1972,42.4
CUUR0000SA0,10/01/1972,42.3
CUUR0000SA0,09/01/1972,42.1
CUUR0000SA0,08/01/1972,42.0
CUUR0000SA0,07/01/1972,41.9
CUUR0000SA0,06/01/1972,41.7
CUUR0000SA0,05/01/1972,41.6
CUUR0000SA0,04/01/1972,41.5
CUUR0000SA0,03/01/1972,41.4
CUUR0000SA0,02/01/1972,41.3
CUUR0000SA0,01/01/1972,41.1
CUUR0000SA0,12/01/1971,41.1
CUUR0000SA0,11/01/1971,40.9
CUUR0000SA0,10/01/1971,40.9
CUUR0000SA0,09/01/1971,40.8
CUUR0000SA0,08/01/1971,40.8
CUUR0000SA0,07/01/1971,40.7
CUUR0000SA0,06/01/1971,40.6
CUUR0000SA0,05/01/1971,40.3
CUUR0000SA0,04/01/1971,40.1
CUUR0000SA0,03/01/1971,40.0
CUUR0000SA0,02/01/1971,39.9
CUUR0000SA0,01/01/1971,39.8
CUUR0000SA0,12/01/1970,39.8
CUUR0000SA0,11/01/1970,39.6
CUUR0000SA0,10/01/1970,39.4
CUUR0000SA0,09/01/1970,39.2
CUUR0000SA0,08/01/1970,39.0
CUUR0000SA0,07/01/1970,39.0
CUUR0000SA0,06/01/1970,38.8
CUUR0000SA0,05/01/1970,38.6
CUUR0000SA0,04/01/1970,38.5
CUUR0000SA0,03/01/1970,38.2
CUUR0000SA0,02/01/1970,38.0
CUUR0000SA0,01/01/1970,37.8
CUUR0000SA0,12/01/1969,37.7
CUUR0000SA0,11/01/1969,37.5
CUUR0000SA0,10/01/1969,37.3
CUUR0000SA0,09/01/1969,37.1
CUUR0000SA0,08/01/1969,37.0
CUUR0000SA0,07/01/1969,36.8
CUUR0000SA0,06/01/1969,36.6
CUUR0000SA0,05/01/1969,36.4
CUUR0000SA0,04/01/1969,36.3
CUUR0000SA0,03/01/1969,36.1
CUUR0000SA0,02/01/1969,35.8
CUUR0000SA0,01/01/1969,35.6
CUUR0000SA0,12/01/1968,35.5
CUUR0000SA0,11/01/1968,35.4
CUUR0000SA0,10/01/1968,35.3
CUUR0000SA0,09/01/1968,35.1
CUUR0000SA0,08/01/1968,35.0
CUUR0000SA0,07/01/1968,34.9
CUUR0000SA0,06/01/1968,34.7
CUUR0000SA0,05/01/1968,34.5
CUUR0000SA0,04/01/1968,34.4
CUUR0000SA0,03/01/1968,34.3
CUUR0000SA0,02/01/1968,34.2
CUUR0000SA0,01/01/1968,34.1
CUUR0000SA0,12/01/1967,33.9
CUUR0000SA0,11/01/1967,33.8
CUUR0000SA0,10/01/1967,33.7
CUUR0000SA0,09/01/1967,33.6
CUUR0000SA0,08/01/1967,33.5
CUUR0000SA0,07/01/1967,33.4
CUUR0000SA0,06/01/1967,33.3
CUUR0000SA0,05/01/1967,33.2
CUUR0000SA0,04/01/1967,33.1
CUUR0000SA0,03/01/1967,33.0
CUUR0000SA0,02/01/1967,32.9
CUUR0000SA0,01/01/1967,32.9
CUUR0000SA0,12/01/1966,32.9
CUUR0000SA0,11/01/1966,32.9
CUUR0000SA0,10/01/1966,32.9
CUUR0000SA0,09/01/1966,32.7
CUUR0000SA0,08/01/1966,32.7
CUUR0000SA0,07/01/1966,32.5
CUUR0000SA0,06/01/1966,32.4
CUUR0000SA0,05/01/1966,32.3
CUUR0000SA0,04/01/1966,32.3
CUUR0000SA0,03/01/1966,32.1
CUUR0000SA0,02/01/1966,32.0
CUUR0000SA0,01/01/1966,31.8
CUUR0000SA0,12/01/1965,31.8
CUUR0000SA0,11/01/1965,31.7
CUUR0000SA0,10/01/1965,31.7
CUUR0000SA0,09/01/1965,31.6
CUUR0000SA0,08/01/1965,31.6
CUUR0000SA0,07/01/1965,31.6
CUUR0000SA0,06/01/1965,31.6
CUUR0000SA0,05/01/1965,31.4
CUUR0000SA0,04/01/1965,31.4
CUUR0000SA0,03/01/1965,31.3
CUUR0000SA0,02/01/1965,31.2
CUUR0000SA0,01/01/1965,31.2
CUUR0000SA0,12/01/1964,31.2
CUUR0000SA0,11/01/1964,31.2
CUUR0000SA0,10/01/1964,31.1
CUUR0000SA0,09/01/1964,31.1
CUUR0000SA0,08/01/1964,31.0
CUUR0000SA0,07/01/1964,31.1
CUUR0000SA0,06/01/1964,31.0
CUUR0000SA0,05/01/1964,30.9
CUUR0000SA0,04/01/1964,30.9
CUUR0000SA0,03/01/1964,30.9
CUUR0000SA0,02/01/1964,30.9
CUUR0000SA0,01/01/1964,30.9
CUUR0000SA0,12/01/1963,30.9
CUUR0000SA0,11/01/1963,30.8
CUUR0000SA0,10/01/1963,30.8
CUUR0000SA0,09/01/1963,30.7
CUUR0000SA0,08/01/1963,30.7
CUUR0000SA0,07/01/1963,30.7
CUUR0000SA0,06/01/1963,30.6
CUUR0000SA0,05/01/1963,30.5
CUUR0000SA0,04/01/1963,30.5
CUUR0000SA0,03/01/1963,30.5
CUUR0000SA0,02/01/1963,30.4
CUUR0000SA0,01/01/1963,30.4
CUUR0000AA0,12/01/1972,127.3
CUUR0000AA0,11/01/1972,126.9
CUUR0000AA0,10/01/1972,126.6
CUUR0000AA0,09/01/1972,126.2
CUUR0000AA0,08/01/1972,125.7
CUUR0000AA0,07/01/1972,125.5
CUUR0000AA0,06/01/1972,125.0
CUUR0000AA0,05/01/1972,124.7
CUUR0000AA0,04/01/1972,124.3
CUUR0000AA0,03/01/1972,124.0
CUUR0000AA0,02/01/1972,123.8
CUUR0000AA0,01/01/1972,123.2
CUUR0000AA0,12/01/1971,123.1
CUUR0000AA0,11/01/1971,122.6
CUUR0000AA0,10/01/1971,122.4
CUUR0000AA0,09/01/1971,122.2
CUUR0000AA0,08/01/1971,122.1
CUUR0000AA0,07/01/1971,121.8
CUUR0000AA0,06/01/1971,121.5
CUUR0000AA0,05/01/1971,120.8
CUUR0000AA0,04/01/1971,120.2
CUUR0000AA0,03/01/1971,119.8
CUUR0000AA0,02/01/1971,119.4
CUUR0000AA0,01/01/1971,119.2
CUUR0000AA0,12/01/1970,119.1
CUUR0000AA0,11/01/1970,118.5
CUUR0000AA0,10/01/1970,118.1
CUUR0000AA0,09/01/1970,117.5
CUUR0000AA0,08/01/1970,116.9
CUUR0000AA0,07/01/1970,116.7
CUUR0000AA0,06/01/1970,116.3
CUUR0000AA0,05/01/1970,115.7
CUUR0000AA0,04/01/1970,115.2
CUUR0000AA0,03/01/1970,114.5
CUUR0000AA0,02/01/1970,113.9
CUUR0000AA0,01/01/1970,113.3
CUUR0000AA0,12/01/1969,112.9
CUUR0000AA0,11/01/1969,112.2
CUUR0000AA0,10/01/1969,111.6
CUUR0000AA0,09/01/1969,111.2
CUUR0000AA0,08/01/1969,110.7
CUUR0000AA0,07/01/1969,110.2
CUUR0000AA0,06/01/1969,109.7
CUUR0000AA0,05/01/1969,109.0
CUUR0000AA0,04/01/1969,108.7
CUUR0000AA0,03/01/1969,108.0
CUUR0000AA0,02/01/1969,107.1
CUUR0000AA0,01/01/1969,106.7
CUUR0000AA0,12/01/1968,106.4
CUUR0000AA0,11/01/1968,106.1
CUUR0000AA0,10/01/1968,105.7
CUUR0000AA0,09/01/1968,105.1
CUUR0000AA0,08/01/1968,104.8
CUUR0000AA0,07/01/1968,104.5
CUUR0000AA0,06/01/1968,104.0
CUUR0000AA0,05/01/1968,103.4
CUUR0000AA0,04/01/1968,103.1
CUUR0000AA0,03/01/1968,102.8
CUUR0000AA0,02/01/1968,102.3
CUUR0000AA0,01/01/1968,102.0
CUUR0000AA0,12/01/1967,101.6
CUUR0000AA0,11/01/1967,101.3
CUUR0000AA0,10/01/1967,101.0
CUUR0000AA0,09/01/1967,100.7
CUUR0000AA0,08/01/1967,100.5
CUUR0000AA0,07/01/1967,100.2
CUUR0000AA0,06/01/1967,99.7
CUUR0000AA0,05/01/1967,99.4
CUUR0000AA0,04/01/1967,99.1
CUUR0000AA0,03/01/1967,98.9
CUUR0000AA0,02/01/1967,98.7
CUUR0000AA0,01/01/1967,98.6
CUUR0000AA0,12/01/1966,98.6
CUUR0000AA0,11/01/1966,98.5
CUUR0000AA0,10/01/1966,98.5
CUUR0000AA0,09/01/1966,98.1
CUUR0000AA0,08/01/1966,97.9
CUUR0000AA0,07/01/1966,97.4
CUUR0000AA0,06/01/1966,97.1
CUUR0000AA0,05/01/1966,96.8
CUUR0000AA0,04/01/1966,96.7
CUUR0000AA0,03/01/1966,96.3
CUUR0000AA0,02/01/1966,96.0
CUUR0000AA0,01/01/1966,95.4
CUUR0000AA0,12/01/1965,95.4
CUUR0000AA0,11/01/1965,95.1
CUUR0000AA0,10/01/1965,94.9
CUUR0000AA0,09/01/1965,94.8
CUUR0000AA0,08/01/1965,94.6
CUUR0000AA0,07/01/1965,94.8
CUUR0000AA0,06/01/1965,94.7
CUUR0000AA0,05/01/1965,94.2
CUUR0000AA0,04/01/1965,94.0
CUUR0000AA0,03/01/1965,93.7
CUUR0000AA0,02/01/1965,93.6
CUUR0000AA0,01/01/1965,93.6
CUUR0000AA0,12/01/1964,93.6
CUUR0000AA0,11/01/1964,93.5
CUUR0000AA0,10/01/1964,93.3
CUUR0000AA0,09/01/1964,93.2
CUUR0000AA0,08/01/1964,93.0
CUUR0000AA0,07/01/1964,93.1
CUUR0000AA0,06/01/1964,92.9
CUUR0000AA0,05/01/1964,92.7
CUUR0000AA0,04/01/1964,92.7
CUUR0000AA0,03/01/1964,92.6
CUUR0000AA0,02/01/1964,92.5
CUUR0000AA0,01/01/1964,92.6
CUUR0000AA0,12/01/1963,92.5
CUUR0000AA0,11/01/1963,92.3
CUUR0000AA0,10/01/1963,92.2
CUUR0000AA0,09/01/1963,92.1
CUUR0000AA0,08/01/1963,92.1
CUUR0000AA0,07/01/1963,92.1
CUUR0000AA0,06/01/1963,91.7
CUUR0000AA0,05/01/1963,91.3
CUUR0000AA0,04/01/1963,91.3
CUUR0000AA0,03/01/1963,91.3
CUUR0000AA0,02/01/1963,91.2
CUUR0000AA0,01/01/1963,91.1
CWUR0000SA0,12/01/1972,42.7
CWUR0000SA0,11/01/1972,42.6
CWUR0000SA0,10/01/1972,42.5
CWUR0000SA0,09/01/1972,42.4
CWUR0000SA0,08/01/1972,42.2
CWUR0000SA0,07/01/1972,42.1
CWUR0000SA0,06/01/1972,42.0
CWUR0000SA0,05/01/1972,41.9
CWUR0000SA0,04/01/1972,41.7
CWUR0000SA0,03/01/1972,41.6
CWUR0000SA0,02/01/1972,41.6
CWUR0000SA0,01/01/1972,41.4
CWUR0000SA0,12/01/1971,41.3
CWUR0000SA0,11/01/1971,41.2
CWUR0000SA0,10/01/1971,41.1
CWUR0000SA0,09/01/1971,41.0
CWUR0000SA0,08/01/1971,41.0
CWUR0000SA0,07/01/1971,40.9
CWUR0000SA0,06/01/1971,40.8
CWUR0000SA0,05/01/1971,40.6
CWUR0000SA0,04/01/1971,40.4
CWUR0000SA0,03/01/1971,40.2
CWUR0000SA0,02/01/1971,40.1
CWUR0000SA0,01/01/1971,40.0
CWUR0000SA0,12/01/1970,40.0
CWUR0000SA0,11/01/1970,39.8
CWUR0000SA0,10/01/1970,39.6
CWUR0000SA0,09/01/1970,39.4
CWUR0000SA0,08/01/1970,39.2
CWUR0000SA0,07/01/1970,39.2
CWUR0000SA0,06/01/1970,39.0
CWUR0000SA0,05/01/1970,38.8
CWUR0000SA0,04/01/1970,38.7
CWUR0000SA0,03/01/1970,38.4
CWUR0000SA0,02/01/1970,38.2
CWUR0000SA0,01/01/1970,38.0
CWUR0000SA0,12/01/1969,37.9
CWUR0000SA0,11/01/1969,37.7
CWUR0000SA0,10/01/1969,37.5
CWUR0000SA0,09/01/1969,37.3
CWUR0000SA0,08/01/1969,37.2
CWUR0000SA0,07/01/1969,37.0
CWUR0000SA0,06/01/1969,36.8
CWUR0000SA0,05/01/1969,36.6
CWUR0000SA0,04/01/1969,36.5
CWUR0000SA0,03/01/1969,36.3
CWUR0000SA0,02/01/1969,36.0
CWUR0000SA0,01/01/1969,35.8
CWUR0000SA0,12/01/1968,35.7
CWUR0000SA0,11/01/1968,35.6
CWUR0000SA0,10/01/1968,35.5
CWUR0000SA0,09/01/1968,35.3
CWUR0000SA0,08/01/1968,35.2
CWUR0000SA0,07/01/1968,35.1
CWUR0000SA0,06/01/1968,34.9
CWUR0000SA0,05/01/1968,34.7
CWUR0000SA0,04/01/1968,34.6
CWUR0000SA0,03/01/1968,34.5
CWUR0000SA0,02/01/1968,34.3
CWUR0000SA0,01/01/1968,34.2
CWUR0000SA0,12/01/1967,34.1
CWUR0000SA0,11/01/1967,34.0
CWUR0000SA0,10/01/1967,33.9
CWUR0000SA0,09/01/1967,33.8
CWUR0000SA0,08/01/1967,33.7
CWUR0000SA0,07/01/1967,33.6
CWUR0000SA0,06/01/1967,33.5
CWUR0000SA0,05/01/1967,33.4
CWUR0000SA0,04/01/1967,33.3
CWUR0000SA0,03/01/1967,33.2
CWUR0000SA0,02/01/1967,33.1
CWUR0000SA0,01/01/1967,33.1
CWUR0000SA0,12/01/1966,33.1
CWUR0000SA0,11/01/1966,33.1
CWUR0000SA0,10/01/1966,33.1
CWUR0000SA0,09/01/1966,32.9
CWUR0000SA0,08/01/1966,32.9
CWUR0000SA0,07/01/1966,32.7
CWUR0000SA0,06/01/1966,32.6
CWUR0000SA0,05/01/1966,32.5
CWUR0000SA0,04/01/1966,32.5
CWUR0000SA0,03/01/1966,32.3
CWUR0000SA0,02/01/1966,32.2
CWUR0000SA0,01/01/1966,32.0
CWUR0000SA0,12/01/1965,32.0
CWUR0000SA0,11/01/1965,31.9
CWUR0000SA0,10/01/1965,31.9
CWUR0000SA0,09/01/1965,31.8
CWUR0000SA0,08/01/1965,31.8
CWUR0000SA0,07/01/1965,31.8
CWUR0000SA0,06/01/1965,31.8
CWUR0000SA0,05/01/1965,31.6
CWUR0000SA0,04/01/1965,31.6
CWUR0000SA0,03/01/1965,31.5
CWUR0000SA0,02/01/1965,31.4
CWUR0000SA0,01/01/1965,31.4
CWUR0000SA0,12/01/1964,31.4
CWUR0000SA0,11/01/1964,31.4
CWUR0000SA0,10/01/1964,31.3
CWUR0000SA0,09/01/1964,31.3
CWUR0000SA0,08/01/1964,31.2
CWUR0000SA0,07/01/1964,31.3
CWUR0000SA0,06/01/1964,31.2
CWUR0000SA0,05/01/1964,31.1
CWUR0000SA0,04/01/1964,31.1
CWUR0000SA0,03/01/1964,31.1
CWUR0000SA0,02/01/1964,31.1
CWUR0000SA0,01/01/1964,31.1
CWUR0000SA0,12/01/1963,31.1
CWUR0000SA0,11/01/1963,31.0
CWUR0000SA0,10/01/1963,31.0
CWUR0000SA0,09/01/1963,30.9
CWUR0000SA0,08/01/1963,30.9
CWUR0000SA0,07/01/1963,30.9
CWUR0000SA0,06/01/1963,30.8
CWUR0000SA0,05/01/1963,30.7
CWUR0000SA0,04/01/1963,30.7
CWUR0000SA0,03/01/1963,30.7
CWUR0000SA0,02/01/1963,30.6
CWUR0000SA0,01/01/1963,30.6
CUURS49DSA0,11/01/1972,39.8
CUURS49DSA0,08/01/1972,39.3
CUURS49DSA0,05/01/1972,39.0
CUURS49DSA0,02/01/1972,39.0
CUURS49DSA0,11/01/1971,38.6
CUURS49DSA0,08/01/1971,38.6
CUURS49DSA0,05/01/1971,37.9
CUURS49DSA0,02/01/1971,37.6
CUURS49DSA0,11/01/1970,37.7
CUURS49DSA0,08/01/1970,37.6
CUURS49DSA0,05/01/1970,37.4
CUURS49DSA0,02/01/1970,36.9
CUURS49DSA0,11/01/1969,36.3
CUURS49DSA0,08/01/1969,36.2
CUURS49DSA0,05/01/1969,35.6
CUURS49DSA0,02/01/1969,35.1
CUURS49DSA0,11/01/1968,34.8
CUURS49DSA0,08/01/1968,34.4
CUURS49DSA0,05/01/1968,33.8
CUURS49DSA0,02/01/1968,33.6
CUURS49DSA0,11/01/1967,33.3
CUURS49DSA0,08/01/1967,33.0
CUURS49DSA0,05/01/1967,32.6
CUURS49DSA0,02/01/1967,32.3
CUURS49DSA0,11/01/1966,32.3
CUURS49DSA0,08/01/1966,32.0
CUURS49DSA0,05/01/1966,31.8
CUURS49DSA0,02/01/1966,31.4
CUURS49DSA0,11/01/1965,31.2
CUURS49DSA0,08/01/1965,31.1
CUURS49DSA0,05/01/1965,30.9
CUURS49DSA0,02/01/1965,30.6
CUURS49DSA0,11/01/1964,30.7
CUURS49DSA0,08/01/1964,30.8
CUURS49DSA0,05/01/1964,30.5
CUURS49DSA0,02/01/1964,30.5
CUURS49DSA0,11/01/1963,30.5
CUURS49DSA0,08/01/1963,30.5
CUURS49DSA0,05/01/1963,30.0
CUURS49DSA0,02/01/1963,29.9
CUUR0000SA0,12/01/1982,97.6
CUUR0000SA0,11/01/1982,98.0
CUUR0000SA0,10/01/1982,98.2
CUUR0000SA0,09/01/1982,97.9
CUUR0000SA0,08/01/1982,97.7
CUUR0000SA0,07/01/1982,97.5
CUUR0000SA0,06/01/1982,97.0
CUUR0000SA0,05/01/1982,95.8
CUUR0000SA0,04/01/1982,94.9
CUUR0000SA0,03/01/1982,94.5
CUUR0000SA0,02/01/1982,94.6
CUUR0000SA0,01/01/1982,94.3
CUUR0000SA0,12/01/1981,94.0
CUUR0000SA0,11/01/1981,93.7
CUUR0000SA0,10/01/1981,93.4
CUUR0000SA0,09/01/1981,93.2
CUUR0000SA0,08/01/1981,92.3
CUUR0000SA0,07/01/1981,91.6
CUUR0000SA0,06/01/1981,90.6
CUUR0000SA0,05/01/1981,89.8
CUUR0000SA0,04/01/1981,89.1
CUUR0000SA0,03/01/1981,88.5
CUUR0000SA0,02/01/1981,87.9
CUUR0000SA0,01/01/1981,87.0
CUUR0000SA0,12/01/1980,86.3
CUUR0000SA0,11/01/1980,85.5
CUUR0000SA0,10/01/1980,84.8
CUUR0000SA0,09/01/1980,84.0
CUUR0000SA0,08/01/1980,83.3
CUUR0000SA0,07/01/1980,82.7
CUUR0000SA0,06/01/1980,82.7
CUUR0000SA0,05/01/1980,81.8
CUUR0000SA0,04/01/1980,81.0
CUUR0000SA0,03/01/1980,80.1
CUUR0000SA0,02/01/1980,78.9
CUUR0000SA0,01/01/1980,77.8
CUUR0000SA0,12/01/1979,76.7
CUUR0000SA0,11/01/1979,75.9
CUUR0000SA0,10/01/1979,75.2
CUUR0000SA0,09/01/1979,74.6
CUUR0000SA0,08/01/1979,73.8
CUUR0000SA0,07/01/1979,73.1
CUUR0000SA0,06/01/1979,72.3
CUUR0000SA0,05/01/1979,71.5
CUUR0000SA0,04/01/1979,70.6
CUUR0000SA0,03/01/1979,69.8
CUUR0000SA0,02/01/1979,69.1
CUUR0000SA0,01/01/1979,68.3
CUUR0000SA0,12/01/1978,67.7
CUUR0000SA0,11/01/1978,67.4
CUUR0000SA0,10/01/1978,67.1
CUUR0000SA0,09/01/1978,66.5
CUUR0000SA0,08/01/1978,66.0
CUUR0000SA0,07/01/1978,65.7
CUUR0000SA0,06/01/1978,65.2
CUUR0000SA0,05/01/1978,64.5
CUUR0000SA0,04/01/1978,63.9
CUUR0000SA0,03/01/1978,63.4
CUUR0000SA0,02/01/1978,62.9
CUUR0000SA0,01/01/1978,62.5
CUUR0000SA0,12/01/1977,62.1
CUUR0000SA0,11/01/1977,61.9
CUUR0000SA0,10/01/1977,61.6
CUUR0000SA0,09/01/1977,61.4
CUUR0000SA0,08/01/1977,61.2
CUUR0000SA0,07/01/1977,61.0
CUUR0000SA0,06/01/1977,60.7
CUUR0000SA0,05/01/1977,60.3
CUUR0000SA0,04/01/1977,60.0
CUUR0000SA0,03/01/1977,59.5
CUUR0000SA0,02/01/1977,59.1
CUUR0000SA0,01/01/1977,58.5
CUUR0000SA0,12/01/1976,58.2
CUUR0000SA0,11/01/1976,58.0
CUUR0000SA0,10/01/1976,57.9
CUUR0000SA0,09/01/1976,57.6
CUUR0000SA0,08/01/1976,57.4
CUUR0000SA0,07/01/1976,57.1
CUUR0000SA0,06/01/1976,56.8
CUUR0000SA0,05/01/1976,56.5
CUUR0000SA0,04/01/1976,56.1
CUUR0000SA0,03/01/1976,55.9
CUUR0000SA0,02/01/1976,55.8
CUUR0000SA0,01/01/1976,55.6
CUUR0000SA0,12/01/1975,55.5
CUUR0000SA0,11/01/1975,55.3
CUUR0000SA0,10/01/1975,54.9
CUUR0000SA0,09/01/1975,54.6
CUUR0000SA0,08/01/1975,54.3
CUUR0000SA0,07/01/1975,54.2
CUUR0000SA0,06/01/1975,53.6
CUUR0000SA0,05/01/1975,53.2
CUUR0000SA0,04/01/1975,52.9
CUUR0000SA0,03/01/1975,52.7
CUUR0000SA0,02/01/1975,52.5
CUUR0000SA0,01/01/1975,52.1
CUUR0000SA0,12/01/1974,51.9
CUUR0000SA0,11/01/1974,51.5
CUUR0000SA0,10/01/1974,51.1
CUUR0000SA0,09/01/1974,50.6
CUUR0000SA0,08/01/1974,50.0
CUUR0000SA0,07/01/1974,49.4
CUUR0000SA0,06/01/1974,49.0
CUUR0000SA0,05/01/1974,48.6
CUUR0000SA0,04/01/1974,48.0
CUUR0000SA0,03/01/1974,47.8
CUUR0000SA0,02/01/1974,47.2
CUUR0000SA0,01/01/1974,46.6
CUUR0000SA0,12/01/1973,46.2
CUUR0000SA0,11/01/1973,45.9
CUUR0000SA0,10/01/1973,45.6
CUUR0000SA0,09/01/1973,45.2
CUUR0000SA0,08/01/1973,45.1
CUUR0000SA0,07/01/1973,44.3
CUUR0000SA0,06/01/1973,44.2
CUUR0000SA0,05/01/1973,43.9
CUUR0000SA0,04/01/1973,43.6
CUUR0000SA0,03/01/1973,43.3
CUUR0000SA0,02/01/1973,42.9
CUUR0000SA0,01/01/1973,42.6
CUUR0000AA0,12/01/1982,292.4
CUUR0000AA0,11/01/1982,293.6
CUUR0000AA0,10/01/1982,294.1
CUUR0000AA0,09/01/1982,293.3
CUUR0000AA0,08/01/1982,292.8
CUUR0000AA0,07/01/1982,292.2
CUUR0000AA0,06/01/1982,290.6
CUUR0000AA0,05/01/1982,287.1
CUUR0000AA0,04/01/1982,284.3
CUUR0000AA0,03/01/1982,283.1
CUUR0000AA0,02/01/1982,283.4
CUUR0000AA0,01/01/1982,282.5
CUUR0000AA0,12/01/1981,281.5
CUUR0000AA0,11/01/1981,280.7
CUUR0000AA0,10/01/1981,279.9
CUUR0000AA0,09/01/1981,279.3
CUUR0000AA0,08/01/1981,276.5
CUUR0000AA0,07/01/1981,274.4
CUUR0000AA0,06/01/1981,271.3
CUUR0000AA0,05/01/1981,269.0
CUUR0000AA0,04/01/1981,266.8
CUUR0000AA0,03/01/1981,265.1
CUUR0000AA0,02/01/1981,263.2
CUUR0000AA0,01/01/1981,260.5
CUUR0000AA0,12/01/1980,258.4
CUUR0000AA0,11/01/1980,256.2
CUUR0000AA0,10/01/1980,253.9
CUUR0000AA0,09/01/1980,251.7
CUUR0000AA0,08/01/1980,249.4
CUUR0000AA0,07/01/1980,247.8
CUUR0000AA0,06/01/1980,247.6
CUUR0000AA0,05/01/1980,244.9
CUUR0000AA0,04/01/1980,242.5
CUUR0000AA0,03/01/1980,239.8
CUUR0000AA0,02/01/1980,236.4
CUUR0000AA0,01/01/1980,233.2
CUUR0000AA0,12/01/1979,229.9
CUUR0000AA0,11/01/1979,227.5
CUUR0000AA0,10/01/1979,225.4
CUUR0000AA0,09/01/1979,223.4
CUUR0000AA0,08/01/1979,221.1
CUUR0000AA0,07/01/1979,218.9
CUUR0000AA0,06/01/1979,216.6
CUUR0000AA0,05/01/1979,214.1
CUUR0000AA0,04/01/1979,211.5
CUUR0000AA0,03/01/1979,209.1
CUUR0000AA0,02/01/1979,207.1
CUUR0000AA0,01/01/1979,204.7
CUUR0000AA0,12/01/1978,202.9
CUUR0000AA0,11/01/1978,202.0
CUUR0000AA0,10/01/1978,200.9
CUUR0000AA0,09/01/1978,199.3
CUUR0000AA0,08/01/1978,197.8
CUUR0000AA0,07/01/1978,196.7
CUUR0000AA0,06/01/1978,195.3
CUUR0000AA0,05/01/1978,193.3
CUUR0000AA0,04/01/1978,191.5
CUUR0000AA0,03/01/1978,189.8
CUUR0000AA0,02/01/1978,188.4
CUUR0000AA0,01/01/1978,187.2
CUUR0000AA0,12/01/1977,186.1
CUUR0000AA0,11/01/1977,185.4
CUUR0000AA0,10/01/1977,184.5
CUUR0000AA0,09/01/1977,184.0
CUUR0000AA0,08/01/1977,183.3
CUUR0000AA0,07/01/1977,182.6
CUUR0000AA0,06/01/1977,181.8
CUUR0000AA0,05/01/1977,180.6
CUUR0000AA0,04/01/1977,179.6
CUUR0000AA0,03/01/1977,178.2
CUUR0000AA0,02/01/1977,177.1
CUUR0000AA0,01/01/1977,175.3
CUUR0000AA0,12/01/1976,174.3
CUUR0000AA0,11/01/1976,173.8
CUUR0000AA0,10/01/1976,173.3
CUUR0000AA0,09/01/1976,172.6
CUUR0000AA0,08/01/1976,171.9
CUUR0000AA0,07/01/1976,171.1
CUUR0000AA0,06/01/1976,170.1
CUUR0000AA0,05/01/1976,169.2
CUUR0000AA0,04/01/1976,168.2
CUUR0000AA0,03/01/1976,167.5
CUUR0000AA0,02/01/1976,167.1
CUUR0000AA0,01/01/1976,166.7
CUUR0000AA0,12/01/1975,166.3
CUUR0000AA0,11/01/1975,165.6
CUUR0000AA0,10/01/1975,164.6
CUUR0000AA0,09/01/1975,163.6
CUUR0000AA0,08/01/1975,162.8
CUUR0000AA0,07/01/1975,162.3
CUUR0000AA0,06/01/1975,160.6
CUUR0000AA0,05/01/1975,159.3
CUUR0000AA0,04/01/1975,158.6
CUUR0000AA0,03/01/1975,157.8
CUUR0000AA0,02/01/1975,157.2
CUUR0000AA0,01/01/1975,156.1
CUUR0000AA0,12/01/1974,155.4
CUUR0000AA0,11/01/1974,154.3
CUUR0000AA0,10/01/1974,153.0
CUUR0000AA0,09/01/1974,151.7
CUUR0000AA0,08/01/1974,149.9
CUUR0000AA0,07/01/1974,148.0
CUUR0000AA0,06/01/1974,146.9
CUUR0000AA0,05/01/1974,145.5
CUUR0000AA0,04/01/1974,143.9
CUUR0000AA0,03/01/1974,143.1
CUUR0000AA0,02/01/1974,141.5
CUUR0000AA0,01/01/1974,139.7
CUUR0000AA0,12/01/1973,138.5
CUUR0000AA0,11/01/1973,137.6
CUUR0000AA0,10/01/1973,136.6
CUUR0000AA0,09/01/1973,135.5
CUUR0000AA0,08/01/1973,135.1
CUUR0000AA0,07/01/1973,132.7
CUUR0000AA0,06/01/1973,132.4
CUUR0000AA0,05/01/1973,131.5
CUUR0000AA0,04/01/1973,130.7
CUUR0000AA0,03/01/1973,129.8
CUUR0000AA0,02/01/1973,128.6
CUUR0000AA0,01/01/1973,127.7
CWUR0000SA0,12/01/1982,98.0
CWUR0000SA0,11/01/1982,98.4
CWUR0000SA0,10/01/1982,98.6
CWUR0000SA0,09/01/1982,98.3
CWUR0000SA0,08/01/1982,98.2
